churn,complaints_90d,outages_90d,tenure_months,contract_type,plan_type,autopay,monthly_charge
False,0,2,18,two-year,plus,yes,57.3
False,0,1,25,month-to-month,basic,yes,45.31
False,1,1,34,one-year,basic,no,59.13
False,0,1,20,one-year,plus,yes,64.61
False,1,2,72,one-year,basic,yes,94.18
True,2,2,41,one-year,premium,yes,51.96
False,1,2,26,one-year,basic,no,42.27
False,0,0,51,two-year,basic,yes,77.77
False,1,2,24,one-year,basic,no,63.05
False,0,1,54,two-year,premium,yes,59.88
False,0,1,22,one-year,premium,no,75.39
False,0,0,69,two-year,basic,yes,74.28
False,1,2,33,two-year,basic,no,29.67
False,2,0,24,month-to-month,basic,yes,84.63
False,0,1,17,one-year,plus,no,73.72
False,0,1,72,one-year,plus,no,43.72
False,0,3,23,one-year,plus,yes,80.73
False,3,1,27,one-year,basic,yes,43.04
False,0,2,72,two-year,basic,yes,64.22
False,0,0,4,two-year,plus,no,35.47
False,1,2,30,one-year,basic,yes,50.51
False,0,2,41,one-year,plus,yes,54.13
False,0,3,23,month-to-month,plus,no,50.29
False,0,0,18,two-year,plus,yes,73.81
False,1,1,14,one-year,plus,yes,64.53
False,0,3,21,one-year,basic,yes,78.69
False,1,2,30,one-year,basic,no,38.9
False,0,1,34,two-year,plus,no,74.59
False,0,1,15,two-year,premium,yes,78.47
False,2,1,23,month-to-month,basic,no,54.98
False,1,0,72,month-to-month,plus,no,81.89
False,1,3,7,one-year,plus,yes,58.36
False,2,3,20,month-to-month,plus,yes,59.8
False,0,0,21,two-year,basic,yes,66.52
False,0,1,39,two-year,basic,no,66.31
False,1,0,30,two-year,premium,no,92.15
False,0,1,17,two-year,plus,no,56.3
False,0,1,42,month-to-month,basic,no,61.04
False,0,1,20,one-year,premium,no,74.14
False,2,1,22,month-to-month,basic,yes,59.37
False,0,1,29,two-year,plus,yes,101.69
False,0,1,14,one-year,basic,yes,58.22
False,2,1,30,two-year,basic,yes,96.85
False,2,2,39,two-year,plus,no,84.44
False,1,1,41,two-year,plus,no,72.13
False,0,2,5,two-year,premium,yes,82.08
False,0,0,37,one-year,plus,no,72.98
False,1,0,15,month-to-month,basic,yes,32.69
False,0,0,26,month-to-month,plus,no,35.78
False,1,2,57,one-year,premium,yes,76.02
False,0,1,13,one-year,basic,yes,69.61
False,0,1,54,month-to-month,plus,yes,52.62
False,0,3,23,two-year,premium,no,58.23
False,1,2,46,month-to-month,basic,no,50.04
False,1,2,17,month-to-month,basic,yes,44.98
False,3,0,30,one-year,basic,yes,90.07
False,0,0,38,two-year,premium,no,76.39
False,0,3,69,month-to-month,premium,no,78.85
False,2,1,17,one-year,premium,no,78.49
False,0,2,35,two-year,basic,no,52.87
False,2,6,59,month-to-month,basic,no,37.01
False,0,2,14,month-to-month,plus,yes,74.68
False,2,1,23,month-to-month,basic,yes,77.42
False,1,0,15,month-to-month,basic,yes,59.12
False,0,1,23,month-to-month,plus,yes,74.22
False,0,0,39,month-to-month,premium,yes,57.05
False,3,1,4,two-year,basic,yes,42.8
False,2,2,17,month-to-month,premium,no,37.9
False,1,3,26,month-to-month,basic,yes,45.0
False,1,1,46,month-to-month,basic,yes,59.46
False,1,2,43,two-year,basic,yes,56.61
False,0,1,21,one-year,plus,yes,45.73
False,0,3,19,one-year,plus,yes,55.48
False,2,0,60,month-to-month,basic,yes,80.47
False,1,1,26,one-year,plus,no,79.36
False,2,1,6,month-to-month,plus,yes,45.66
False,0,1,8,one-year,plus,no,76.67
False,0,2,14,one-year,basic,yes,59.51
False,2,4,18,month-to-month,basic,yes,41.59
False,1,1,37,month-to-month,plus,no,68.42
False,0,2,40,month-to-month,premium,no,34.91
False,2,5,59,two-year,basic,yes,46.7
False,0,0,47,month-to-month,premium,no,65.25
False,0,3,58,month-to-month,basic,yes,70.78
False,2,1,72,month-to-month,basic,yes,64.38
False,0,2,14,one-year,premium,yes,41.59
False,1,3,72,month-to-month,basic,yes,72.87
False,1,0,27,two-year,plus,no,69.87
False,1,3,31,two-year,basic,yes,86.98
False,1,1,72,one-year,premium,yes,55.87
False,0,2,53,two-year,basic,yes,68.7
False,1,1,18,month-to-month,premium,no,58.0
False,2,0,26,month-to-month,plus,no,62.36
False,1,2,32,two-year,plus,no,34.25
False,0,0,2,two-year,plus,yes,55.37
False,2,2,28,two-year,basic,yes,38.3
False,2,1,19,month-to-month,basic,yes,60.15
False,1,1,72,one-year,plus,no,67.51
False,0,1,22,two-year,plus,no,56.56
False,1,1,14,month-to-month,plus,no,62.29
False,0,2,17,month-to-month,basic,yes,65.73
False,0,1,69,month-to-month,basic,no,39.5
False,0,3,47,one-year,plus,yes,57.75
False,0,2,16,month-to-month,basic,yes,70.1
False,2,2,30,month-to-month,plus,no,46.66
False,0,2,9,month-to-month,plus,yes,78.68
False,1,2,64,month-to-month,basic,yes,68.22
False,0,2,27,month-to-month,plus,yes,72.69
False,0,0,23,month-to-month,premium,yes,62.66
False,0,1,50,two-year,basic,yes,68.14
False,1,1,25,month-to-month,plus,yes,96.84
False,0,1,62,month-to-month,plus,yes,67.89
False,0,2,21,two-year,basic,yes,25.0
False,2,1,35,one-year,basic,yes,51.59
False,0,2,61,month-to-month,premium,yes,55.58
False,3,0,41,month-to-month,plus,yes,37.31
False,0,2,72,two-year,basic,yes,43.8
False,1,0,71,two-year,basic,yes,78.98
False,0,1,25,month-to-month,premium,yes,90.14
False,1,2,44,month-to-month,premium,yes,80.9
False,0,0,21,two-year,basic,no,72.32
False,0,1,21,one-year,premium,yes,58.31
False,0,5,4,month-to-month,plus,yes,31.03
False,1,0,32,month-to-month,premium,yes,63.01
False,1,1,13,month-to-month,premium,yes,44.48
False,2,1,37,two-year,basic,yes,74.39
False,1,2,27,month-to-month,premium,no,51.66
False,2,0,32,month-to-month,premium,yes,61.49
False,1,0,72,month-to-month,plus,yes,64.94
False,0,1,41,month-to-month,premium,yes,72.25
False,1,2,72,month-to-month,premium,yes,74.62
False,0,1,34,month-to-month,basic,no,59.99
False,0,1,22,two-year,plus,yes,44.0
False,0,1,17,two-year,plus,yes,62.79
False,2,0,24,month-to-month,basic,yes,51.1
False,1,1,11,one-year,plus,yes,92.32
False,0,1,29,one-year,plus,no,31.98
False,0,1,8,month-to-month,plus,yes,83.16
False,2,1,50,two-year,plus,yes,44.8
False,1,3,59,month-to-month,plus,no,45.57
False,1,0,6,one-year,premium,yes,79.99
False,0,1,26,month-to-month,plus,no,61.01
False,1,2,29,month-to-month,basic,yes,50.17
False,1,4,17,month-to-month,premium,yes,64.43
False,0,3,21,month-to-month,basic,no,83.83
False,3,2,38,month-to-month,basic,yes,33.56
False,1,4,12,one-year,basic,no,58.12
True,2,1,7,month-to-month,plus,yes,48.01
False,2,1,55,month-to-month,plus,no,60.16
False,1,3,40,one-year,basic,yes,74.39
False,0,1,12,one-year,basic,no,61.35
False,2,0,22,month-to-month,premium,no,71.26
False,1,4,8,month-to-month,basic,no,30.51
False,1,3,7,two-year,basic,no,75.79
False,0,1,31,month-to-month,basic,yes,45.06
False,0,0,20,month-to-month,plus,yes,53.44
False,1,3,14,month-to-month,premium,no,72.19
False,1,1,28,month-to-month,plus,yes,62.25
False,2,1,30,month-to-month,premium,no,46.07
False,2,0,3,month-to-month,premium,no,63.76
False,1,1,2,month-to-month,basic,yes,82.53
False,0,1,18,month-to-month,plus,yes,53.54
False,0,2,13,month-to-month,basic,no,73.62
False,0,2,31,month-to-month,basic,yes,80.83
False,0,3,60,month-to-month,basic,no,45.27
False,0,3,2,two-year,basic,no,28.79
False,0,0,7,two-year,plus,no,49.22
False,2,0,57,two-year,premium,no,61.56
False,0,2,27,month-to-month,basic,no,78.89
False,1,3,49,two-year,basic,yes,60.4
False,1,2,66,month-to-month,plus,yes,60.15
False,0,3,25,month-to-month,premium,yes,43.12
False,1,2,60,two-year,plus,yes,92.67
False,0,1,72,one-year,plus,no,52.79
False,0,2,12,month-to-month,plus,no,67.04
False,1,3,21,two-year,basic,no,67.04
True,2,1,3,month-to-month,basic,yes,76.19
False,0,0,10,month-to-month,plus,yes,59.58
False,0,0,69,month-to-month,plus,no,61.92
False,2,1,9,one-year,basic,yes,52.14
False,0,0,30,month-to-month,plus,no,70.34
False,2,2,10,month-to-month,basic,yes,44.13
False,2,0,53,one-year,basic,yes,42.14
False,1,2,72,month-to-month,plus,yes,72.72
False,0,1,48,month-to-month,basic,yes,79.93
False,0,5,72,two-year,basic,no,41.73
False,1,2,45,month-to-month,premium,yes,73.92
False,0,1,39,month-to-month,plus,yes,84.02
False,0,3,33,month-to-month,basic,no,56.35
False,2,1,33,one-year,premium,no,49.45
False,1,0,18,month-to-month,plus,yes,62.75
False,2,2,72,two-year,basic,no,72.22
False,1,1,62,two-year,plus,no,64.39
False,0,1,67,month-to-month,basic,yes,66.1
False,1,4,48,month-to-month,basic,yes,52.36
False,0,2,72,two-year,basic,no,57.64
False,0,0,14,month-to-month,basic,no,70.12
False,1,1,35,month-to-month,plus,yes,66.37
False,2,2,5,two-year,basic,no,53.77
False,0,0,10,month-to-month,basic,no,90.06
False,3,1,9,month-to-month,premium,yes,38.84
True,1,0,72,one-year,premium,yes,60.62
False,0,0,36,month-to-month,plus,yes,47.16
False,1,0,3,month-to-month,plus,no,43.69
False,1,3,27,month-to-month,basic,yes,80.14
False,0,1,72,one-year,plus,yes,47.99
False,0,2,6,month-to-month,plus,yes,59.43
False,0,0,25,month-to-month,basic,yes,70.04
False,0,2,25,one-year,basic,yes,50.43
False,0,1,5,two-year,basic,yes,41.26
False,0,0,35,month-to-month,premium,yes,90.97
False,2,1,30,month-to-month,premium,yes,75.64
False,0,4,8,month-to-month,plus,no,69.37
False,1,3,32,two-year,basic,yes,58.85
False,1,0,53,month-to-month,basic,yes,68.77
False,1,4,8,one-year,basic,yes,71.62
True,1,1,16,month-to-month,plus,yes,106.92
False,0,0,27,two-year,basic,yes,40.8
False,1,0,47,one-year,premium,yes,58.37
False,0,0,29,month-to-month,basic,yes,65.86
False,0,0,15,month-to-month,basic,yes,81.3
True,0,1,38,month-to-month,plus,yes,25.0
False,0,2,23,month-to-month,plus,no,65.04
False,1,2,24,one-year,basic,no,85.74
False,1,1,41,one-year,premium,yes,81.32
False,1,2,34,month-to-month,premium,no,78.13
False,0,0,36,month-to-month,plus,no,60.68
False,3,1,42,month-to-month,premium,no,60.79
False,1,0,47,two-year,plus,yes,67.88
False,0,1,36,one-year,plus,yes,69.48
False,0,0,24,one-year,plus,yes,25.0
False,2,2,15,one-year,premium,yes,32.34
False,0,2,18,month-to-month,premium,no,58.36
False,1,0,4,month-to-month,basic,yes,73.18
False,0,1,32,month-to-month,basic,yes,74.57
False,0,2,34,two-year,basic,yes,88.9
False,2,3,72,two-year,premium,yes,88.52
False,0,1,14,month-to-month,basic,yes,61.68
False,0,2,22,month-to-month,basic,no,80.59
False,2,3,3,month-to-month,basic,yes,74.99
True,2,0,41,month-to-month,premium,yes,53.39
False,2,0,21,month-to-month,premium,no,78.5
True,0,1,30,month-to-month,basic,yes,71.91
False,0,1,72,two-year,basic,yes,62.05
False,0,2,38,month-to-month,basic,no,55.32
False,0,1,18,one-year,basic,yes,58.55
False,0,2,43,one-year,plus,no,73.49
False,4,1,3,two-year,premium,yes,25.0
False,0,1,2,month-to-month,plus,yes,86.62
True,1,2,11,month-to-month,basic,no,43.45
False,0,1,23,month-to-month,premium,no,63.29
False,2,1,38,month-to-month,basic,yes,62.33
False,2,3,1,month-to-month,plus,yes,62.88
False,3,2,32,month-to-month,premium,yes,86.6
False,1,1,53,one-year,plus,yes,40.2
True,0,1,2,month-to-month,plus,yes,72.01
False,1,2,16,month-to-month,premium,yes,58.91
False,0,4,72,two-year,basic,yes,71.89
False,0,0,23,one-year,basic,no,49.66
False,0,1,29,two-year,premium,no,29.25
False,0,0,14,month-to-month,plus,yes,61.93
False,1,1,51,month-to-month,premium,yes,60.05
False,1,3,18,two-year,plus,yes,46.59
False,3,1,72,month-to-month,basic,yes,56.63
False,0,2,71,month-to-month,plus,yes,65.02
False,0,1,9,one-year,plus,yes,56.28
False,0,4,11,month-to-month,premium,yes,64.6
False,0,1,6,month-to-month,plus,no,59.45
False,1,0,21,month-to-month,premium,yes,87.7
False,2,1,51,month-to-month,basic,no,40.83
False,2,1,50,month-to-month,basic,no,66.63
False,0,2,46,one-year,basic,yes,61.77
False,0,0,6,two-year,plus,no,41.96
False,1,3,18,two-year,premium,yes,41.55
False,0,2,20,two-year,basic,no,29.92
False,1,3,23,one-year,plus,yes,73.8
False,1,2,27,one-year,basic,yes,69.36
False,0,3,7,month-to-month,basic,yes,68.2
False,0,1,21,month-to-month,basic,yes,54.18
False,1,3,52,month-to-month,plus,yes,72.51
False,1,0,3,month-to-month,plus,yes,66.72
False,0,4,6,month-to-month,plus,yes,57.79
False,0,1,23,month-to-month,basic,yes,75.2
False,0,1,24,month-to-month,basic,yes,44.49
False,2,1,8,one-year,basic,no,70.14
False,0,1,57,two-year,basic,yes,60.99
False,2,1,26,one-year,premium,no,43.41
False,1,0,31,one-year,basic,no,56.14
False,0,2,44,one-year,premium,yes,81.19
False,1,1,14,month-to-month,plus,no,85.44
False,0,4,9,two-year,basic,yes,45.02
False,1,0,55,month-to-month,plus,yes,80.58
False,0,2,29,one-year,basic,no,45.34
False,0,0,10,one-year,plus,yes,81.88
False,0,2,20,one-year,plus,no,52.84
False,0,1,72,one-year,plus,yes,80.13
False,0,1,35,two-year,premium,yes,38.4
False,0,2,5,month-to-month,premium,no,40.36
False,1,1,15,month-to-month,premium,yes,62.37
False,3,1,31,month-to-month,plus,yes,66.81
False,0,0,58,month-to-month,basic,no,45.46
False,0,2,30,month-to-month,plus,yes,65.04
True,0,0,7,month-to-month,plus,no,80.53
False,0,1,18,one-year,plus,yes,64.63
False,0,0,26,month-to-month,plus,yes,47.32
False,0,2,72,month-to-month,plus,no,68.0
False,1,3,40,month-to-month,plus,no,81.91
False,1,2,57,month-to-month,basic,yes,40.61
False,1,3,45,month-to-month,basic,yes,50.31
False,0,0,8,one-year,basic,no,62.58
False,1,1,24,month-to-month,plus,no,75.61
True,1,2,25,month-to-month,plus,no,76.74
False,0,4,34,one-year,plus,no,47.15
False,1,0,39,two-year,basic,yes,76.21
False,0,3,32,month-to-month,basic,no,53.56
False,0,2,32,two-year,plus,no,53.47
False,1,3,14,month-to-month,plus,yes,70.89
False,1,3,42,one-year,plus,yes,46.0
False,0,1,22,one-year,plus,no,66.16
False,3,1,14,month-to-month,basic,no,48.96
False,0,0,26,month-to-month,plus,no,73.3
False,1,1,58,one-year,plus,yes,87.63
False,2,1,4,month-to-month,plus,yes,73.31
False,1,2,26,one-year,basic,yes,54.75
False,2,1,55,one-year,plus,yes,73.69
False,2,3,18,month-to-month,basic,yes,93.14
False,1,0,56,month-to-month,plus,no,66.79
False,1,1,28,month-to-month,basic,yes,41.22
False,0,2,37,one-year,premium,yes,38.26
False,0,1,20,month-to-month,plus,no,74.27
False,0,3,18,two-year,premium,no,63.81
False,0,2,22,one-year,basic,yes,62.88
False,0,1,7,one-year,plus,yes,81.06
False,0,1,24,month-to-month,plus,yes,63.89
False,0,2,39,month-to-month,premium,no,81.19
False,1,3,6,one-year,plus,yes,52.78
False,1,0,46,two-year,premium,yes,58.63
False,1,2,35,month-to-month,plus,yes,80.76
False,3,2,14,two-year,premium,no,62.53
False,3,2,6,month-to-month,basic,no,39.52
False,2,3,40,two-year,basic,yes,65.5
False,0,3,15,month-to-month,basic,yes,74.54
False,0,0,16,two-year,basic,yes,59.59
False,1,1,13,one-year,plus,yes,59.3
False,1,1,29,two-year,premium,yes,66.58
False,1,1,23,one-year,plus,no,52.07
False,0,0,53,two-year,plus,yes,46.15
True,1,0,18,month-to-month,basic,no,46.99
False,0,0,71,two-year,basic,yes,80.08
False,1,1,12,one-year,basic,yes,74.73
False,0,1,28,two-year,plus,yes,71.58
False,1,0,20,two-year,basic,no,62.37
False,1,2,4,one-year,basic,no,74.39
False,1,5,21,month-to-month,plus,no,99.07
False,0,0,5,month-to-month,plus,no,75.06
False,1,3,48,month-to-month,basic,yes,53.88
False,0,2,11,month-to-month,basic,yes,49.05
False,0,2,60,month-to-month,premium,yes,52.22
False,1,1,14,one-year,plus,yes,76.15
False,0,1,72,month-to-month,plus,yes,49.31
False,0,3,43,month-to-month,plus,no,68.89
False,1,2,41,month-to-month,premium,no,61.42
False,0,1,6,month-to-month,premium,yes,42.23
False,0,0,22,one-year,plus,yes,81.02
False,0,0,25,one-year,plus,yes,54.57
False,0,0,72,two-year,premium,yes,57.1
False,1,2,72,month-to-month,premium,yes,42.31
False,1,2,51,two-year,premium,yes,65.51
False,0,0,3,month-to-month,premium,no,51.49
False,1,3,13,month-to-month,plus,yes,47.5
False,1,1,14,month-to-month,basic,yes,43.36
False,1,2,72,month-to-month,premium,yes,74.22
False,2,3,64,two-year,premium,no,80.91
False,0,1,37,one-year,basic,yes,76.93
False,0,2,37,one-year,basic,yes,68.56
False,2,1,25,month-to-month,plus,no,59.11
False,1,2,11,one-year,basic,no,43.41
False,0,0,3,two-year,premium,yes,80.08
False,0,0,27,two-year,basic,yes,48.4
False,2,1,29,month-to-month,plus,yes,49.65
False,2,1,19,one-year,basic,yes,100.21
False,1,0,40,one-year,plus,yes,32.41
False,0,2,10,one-year,basic,yes,54.43
False,2,1,11,one-year,basic,no,44.83
False,0,0,8,month-to-month,plus,yes,53.03
False,0,4,14,one-year,premium,no,47.9
False,0,0,24,one-year,plus,no,53.78
False,0,1,56,month-to-month,plus,no,65.99
False,1,1,24,one-year,premium,yes,45.02
False,1,0,27,one-year,basic,yes,46.66
False,0,4,11,month-to-month,plus,yes,46.47
False,0,1,34,one-year,plus,yes,38.43
False,1,1,19,month-to-month,plus,no,83.29
False,0,0,8,month-to-month,basic,yes,53.52
False,2,0,14,one-year,basic,no,51.82
False,0,1,34,month-to-month,premium,yes,57.73
False,1,1,12,one-year,plus,no,56.36
False,1,0,26,two-year,basic,no,32.76
False,0,1,4,two-year,basic,yes,63.25
False,2,2,23,month-to-month,plus,yes,55.98
False,0,1,32,month-to-month,premium,yes,79.56
False,1,1,31,one-year,plus,yes,53.34
False,1,2,10,month-to-month,plus,yes,32.39
False,0,1,35,month-to-month,plus,yes,56.36
False,0,0,40,month-to-month,basic,no,101.61
False,0,0,33,month-to-month,basic,no,42.69
False,1,2,30,month-to-month,plus,no,97.61
False,0,0,30,two-year,plus,yes,63.78
False,1,1,29,month-to-month,basic,yes,48.56
False,0,1,24,one-year,basic,yes,78.55
False,1,3,6,one-year,basic,yes,51.62
False,1,1,10,month-to-month,premium,yes,75.1
False,0,1,8,month-to-month,basic,no,51.81
False,2,2,36,two-year,plus,yes,38.73
False,0,3,13,two-year,plus,yes,74.97
False,2,5,14,one-year,basic,yes,59.58
False,0,2,57,month-to-month,plus,yes,59.27
False,0,0,17,two-year,basic,yes,72.1
False,1,2,26,month-to-month,plus,yes,71.99
False,0,2,33,one-year,plus,yes,70.3
False,2,3,45,two-year,plus,yes,49.39
False,1,0,30,month-to-month,basic,yes,31.9
False,3,1,11,one-year,premium,yes,76.54
False,0,2,48,one-year,plus,no,45.09
False,0,3,46,two-year,basic,yes,80.33
False,1,3,14,one-year,plus,no,60.89
False,1,0,4,month-to-month,plus,no,67.94
False,1,3,8,two-year,basic,no,74.24
False,0,3,3,two-year,plus,yes,52.17
False,0,2,17,month-to-month,basic,no,64.65
False,1,2,38,month-to-month,basic,no,97.77
False,0,0,37,month-to-month,plus,yes,49.94
False,2,1,42,two-year,premium,yes,45.2
False,0,4,31,month-to-month,plus,yes,76.71
True,0,2,32,month-to-month,basic,no,45.72
False,0,0,57,month-to-month,premium,yes,63.22
False,0,0,15,month-to-month,plus,yes,59.85
False,0,0,65,month-to-month,basic,no,81.15
False,0,2,33,month-to-month,basic,no,58.2
False,1,0,57,month-to-month,premium,yes,64.41
False,1,0,4,two-year,premium,no,50.41
False,0,2,24,month-to-month,basic,no,75.62
False,3,1,32,one-year,plus,yes,68.22
False,2,1,39,month-to-month,premium,yes,35.53
False,0,5,43,month-to-month,premium,no,57.67
False,0,0,47,one-year,basic,yes,70.11
False,3,1,40,month-to-month,premium,no,55.87
False,2,1,8,month-to-month,basic,yes,41.73
False,1,1,15,one-year,basic,no,43.61
False,1,3,16,two-year,basic,no,51.46
False,0,1,24,month-to-month,basic,yes,39.45
False,0,1,41,month-to-month,plus,no,66.59
False,1,4,59,one-year,basic,no,32.66
False,1,2,48,month-to-month,plus,no,60.07
False,0,1,42,one-year,plus,yes,63.35
False,1,0,8,one-year,basic,yes,67.58
False,0,1,54,month-to-month,premium,yes,52.48
False,1,4,32,month-to-month,plus,yes,67.67
False,0,0,56,one-year,basic,yes,76.38
False,0,2,72,month-to-month,plus,yes,52.58
False,1,0,21,month-to-month,plus,yes,81.47
False,0,1,10,two-year,basic,yes,69.13
False,1,1,29,two-year,premium,no,52.21
False,0,1,12,month-to-month,basic,yes,47.93
False,5,1,47,two-year,premium,yes,54.59
False,0,0,44,one-year,plus,yes,60.32
False,0,1,19,two-year,plus,yes,66.99
False,0,1,61,one-year,premium,no,63.8
False,1,2,2,month-to-month,basic,yes,70.73
False,3,0,31,month-to-month,plus,yes,50.86
False,1,2,25,one-year,premium,no,85.4
False,1,0,29,month-to-month,basic,no,47.63
False,0,2,64,month-to-month,plus,yes,69.75
False,0,0,18,one-year,premium,yes,70.56
False,1,1,59,month-to-month,basic,yes,85.33
False,1,1,11,month-to-month,premium,yes,73.62
False,1,3,72,month-to-month,basic,yes,68.78
False,0,0,8,one-year,basic,yes,57.96
False,1,1,12,one-year,plus,yes,69.7
False,0,3,14,month-to-month,basic,yes,89.99
False,0,7,17,one-year,plus,no,73.65
False,3,2,7,one-year,basic,yes,89.09
False,0,1,40,one-year,basic,no,83.16
False,1,3,13,month-to-month,basic,yes,61.7
False,2,1,11,month-to-month,basic,yes,58.88
False,0,3,8,one-year,plus,yes,82.17
False,1,3,35,month-to-month,premium,no,56.43
False,1,0,13,one-year,premium,no,53.21
False,0,0,43,month-to-month,premium,yes,66.7
False,0,0,9,one-year,basic,yes,72.23
False,0,0,12,month-to-month,basic,yes,64.28
False,1,1,72,month-to-month,basic,yes,93.09
False,0,2,44,month-to-month,plus,no,89.31
False,0,0,29,two-year,basic,no,73.91
False,0,1,60,one-year,plus,no,26.97
False,2,2,3,month-to-month,plus,yes,52.68
